ticker,cross_date,cross_price,pct_below,recovered,recovery_date,recovery_price,weeks_below,min_price_during,max_drawdown_episode,episode_return,annualized_return,current_price,unrealized_return,weeks_elapsed,sector,total_crosses,cross_number,spy_episode_return,excess_episode,beat_spy,abs_depth
CSCO,2024-05-18,44.29,-0.97,True,2024-06-15,45.12142181396485,4.0,43.58525085449219,-1.5912150496902533,1.8772224293629456,27.35096687869458,,,,Technology,7,5,2.834990308112695,-0.9577678787497492,False,0.97
CSCO,2024-06-29,44.51,-0.96,True,2024-07-06,45.59458923339844,1.0,44.51,0.0,2.4367315960423186,249.70116974701267,,,,Technology,7,6,1.62642543545779,0.8103061605845285,True,0.96
CSCO,2024-07-27,44.9,-0.63,True,2024-08-10,47.59620666503906,2.0,43.75656509399414,-2.546625625848231,6.004914621467838,355.4870301669876,,,,Technology,7,7,6.999874664925065,-0.994960043457227,False,0.63
MRK,2017-11-11,40.79,-0.34,True,2017-11-25,41.28950119018555,2.0,40.16617202758789,-1.5293649728171377,1.2245677621611772,37.22530514452303,,,,Healthcare,5,1,1.2308233599242602,-0.006255597763082932,False,0.34
MRK,2018-02-03,40.9,-0.98,True,2018-02-10,41.95374298095703,1.0,40.9,0.0,2.576388706496413,275.37476576648345,,,,Healthcare,5,2,2.0300787847644663,0.5463099217319467,True,0.98
MRK,2018-02-17,40.9,-1.06,True,2018-03-10,41.49165344238281,3.0,40.51528930664063,-0.9406129421989596,1.4465854336988215,28.26717187876868,,,,Healthcare,5,3,-1.2681111143240997,2.7146965480229213,True,1.06
MRK,2018-03-17,40.16,-3.01,True,2018-04-07,42.98222732543945,3.0,40.11775207519531,-0.105199015947921,7.027458479679916,224.52663887954523,,,,Healthcare,5,4,3.6799694981231923,3.347488981556724,True,3.01
MRK,2025-02-01,84.12,-8.32,True,2025-11-15,96.93152618408205,41.0,73.84998321533203,-12.208769358853989,15.230059657729456,19.697047166395063,,,,Healthcare,5,5,12.49356145284024,2.736498204889216,True,8.32
RTX,2015-08-15,45.73,-1.59,True,2015-10-03,46.88759231567383,7.0,42.92006301879883,-6.144624931557329,2.5313630344933946,20.406518901194936,,,,Industrials,11,1,7.487040867382833,-4.955677832889438,False,1.59
RTX,2015-10-10,45.72,-2.51,True,2015-10-17,49.46869659423828,1.0,45.72,0.0,8.199248893784517,5920.891346454608,,,,Industrials,11,2,1.7182654864226432,6.480983407361874,True,2.51
RTX,2015-11-28,47.37,-0.05,True,2015-12-19,47.65081405639648,3.0,45.69135284423828,-3.543692539078991,0.5928099142843202,10.788229386014336,,,,Industrials,11,3,0.8138350915406933,-0.22102517725637316,False,0.05
RTX,2015-12-26,47.54,-0.07,True,2016-02-20,48.69900894165039,8.0,42.37112808227539,-10.872679675482978,2.4379658006949745,16.94890159291176,,,,Industrials,11,4,-1.6140254690552802,4.051991269750255,True,0.07
RTX,2016-10-15,49.82,-1.44,True,2016-10-22,51.415775299072266,1.0,49.82,0.0,3.203081692236576,415.2507320589077,,,,Industrials,11,5,-1.4755005143966549,4.678582206633231,True,1.44
RTX,2018-12-15,56.46,-2.2,True,2019-01-05,58.45979309082031,3.0,56.008670806884766,-0.7993786629742039,3.541964383316176,82.81743093703045,,,,Industrials,11,6,11.74806361483518,-8.206099231519005,False,2.2
RTX,2020-03-07,57.58,-11.17,True,2020-11-21,65.68122863769531,37.0,43.34159851074219,-24.728033152583905,14.069518300964411,20.32239711304735,,,,Industrials,11,7,46.86420689226802,-32.79468859130361,False,11.17
RTX,2020-12-05,64.77,-0.44,True,2021-02-13,65.99226379394531,10.0,59.30060577392578,-8.444332601627625,1.8870832081909985,10.209612085594324,,,,Industrials,11,8,5.292843051417906,-3.4057598432269076,False,0.44
RTX,2021-02-20,63.97,-2.08,True,2021-02-27,67.22091674804688,1.0,63.97,0.0,5.081939578000427,1216.619173573299,,,,Industrials,11,9,0.16300529908888084,4.918934278911546,True,2.08
RTX,2023-09-09,71.93,-6.12,True,2023-10-28,78.50172424316406,7.0,66.21208953857422,-7.949270765224226,9.136277273966442,91.4504694632878,,,,Industrials,11,10,-0.9574715377750898,10.093748811741532,True,6.12
RTX,2023-11-11,75.62,-0.76,True,2023-11-18,76.46092987060547,1.0,75.62,0.0,1.1120469063812033,77.72598100681545,,,,Industrials,11,11,0.3662396456944883,0.745807260686715,True,0.76
AMAT,2015-08-15,13.6,-3.43,True,2015-08-22,14.136103630065918,1.0,13.6,0.0,3.941938456367056,646.6588530164413,,,,Technology,11,1,2.4029235247129854,1.5390149316540707,True,3.43
AMAT,2015-08-29,13.61,-3.69,True,2015-10-17,14.53393268585205,7.0,12.907261848449709,-5.163395676343074,6.78863104961096,62.89214519745479,,,,Technology,11,2,5.188750968778244,1.5998800808327163,True,3.69
AMAT,2016-01-09,14.3,-2.44,True,2016-01-16,15.158647537231444,1.0,14.3,0.0,6.004528232387729,1974.2911461936756,,,,Technology,11,3,1.137927465931532,4.866600766456197,True,2.44
AMAT,2016-02-06,14.28,-3.23,True,2016-02-13,16.34111785888672,1.0,14.28,0.0,14.43359845158767,110762.5473766004,,,,Technology,11,4,1.338368310079474,13.095230141508196,True,3.23
AMAT,2018-10-20,29.82,-2.21,True,2018-10-27,32.50331115722656,1.0,29.82,0.0,8.998360688217844,8727.510591614473,,,,Technology,11,5,2.7449213356324,6.253439352585444,True,2.21
